start_ip,end_ip,port,action,is_redundant
36761,36989,27017,DENY,1
21270,21285,22,DENY,0
52330,52385,9000,DENY,1
12027,12196,8000,ALLOW,1
46926,47399,21,DENY,0
41254,41295,8000,ALLOW,0
35088,35212,8080,DENY,0
615,779,5432,DENY,0
12175,12772,2379,DENY,1
36298,36499,9000,ALLOW,1
29923,29998,443,ALLOW,0
6187,6240,1433,ALLOW,1
51427,51451,9200,DENY,1
51904,52170,2222,ALLOW,1
25777,25925,21,DENY,1
312,1032,4443,ALLOW,1
20848,21170,4443,ALLOW,0
1026,1090,8080,DENY,0
54859,54990,8443,DENY,1
17785,18270,9200,ALLOW,0
6989,7191,8000,DENY,1
7062,7085,27017,ALLOW,0
52524,52770,5000,DENY,1
40253,40358,110,ALLOW,1
8473,8502,8888,DENY,0
28903,29026,2222,DENY,0
35293,35442,22,ALLOW,0
53080,53170,110,DENY,1
30952,31380,110,DENY,1
1565,1763,2222,DENY,0
44713,44761,27017,ALLOW,1
31558,31855,8888,ALLOW,1
5468,5535,27017,ALLOW,0
2034,2104,5000,ALLOW,0
12006,12219,8000,DENY,1
20922,21063,443,DENY,0
41589,42002,21,DENY,0
6989,7071,2222,ALLOW,1
6428,6609,5000,ALLOW,0
9983,10078,6379,ALLOW,1
8680,8849,1433,ALLOW,0
45816,45916,2222,DENY,1
43578,43684,443,ALLOW,1
40020,40141,8443,ALLOW,0
7078,7420,22,DENY,0
40134,40187,27017,DENY,0
35566,35589,22,DENY,0
19085,19109,80,ALLOW,0
54648,54740,8080,ALLOW,0
11124,11451,4443,DENY,1
43430,43663,443,DENY,1
55885,55904,1433,ALLOW,0
63314,63356,6443,ALLOW,0
16973,17183,9200,DENY,1
12784,12859,27017,DENY,0
58003,58038,3389,DENY,1
37605,37969,1433,ALLOW,0
32505,32549,22,DENY,0
50152,50189,2379,ALLOW,1
45382,45448,3306,DENY,1
23713,23781,25,ALLOW,0
5634,5874,22,DENY,1
44864,44951,2222,DENY,0
23660,23967,6379,DENY,0
29124,29247,1433,DENY,1
16868,17002,53,ALLOW,0
10614,10988,9000,ALLOW,0
14260,14338,10250,ALLOW,0
166,920,80,ALLOW,0
42018,42453,27017,DENY,1
22885,22933,110,DENY,0
20667,21200,53,DENY,0
30702,30785,4443,ALLOW,1
36453,36527,6379,DENY,0
24633,24701,6379,ALLOW,0
5896,6136,8443,ALLOW,1
18428,18496,80,DENY,0
49149,49308,8888,ALLOW,1
27054,27176,8443,DENY,1
47998,48195,6443,DENY,0
19585,19655,9000,DENY,0
52998,53003,2222,ALLOW,0
58928,58980,25,DENY,1
40192,40470,27017,ALLOW,1
8421,8446,10250,DENY,0
38938,39019,2222,DENY,1
1296,1396,4443,ALLOW,0
5047,5057,53,ALLOW,1
58863,58996,8443,ALLOW,0
21565,21606,6379,ALLOW,0
32784,32909,8888,DENY,0
10374,10549,8443,DENY,0
35158,35203,110,DENY,0
50853,50925,25,DENY,1
687,937,4443,DENY,1
44067,44176,10250,DENY,1
29144,29524,4443,ALLOW,1
7251,7276,2379,ALLOW,1
45955,46081,2379,DENY,1
34910,35141,3306,DENY,1
43177,43318,5000,ALLOW,0
59374,59558,8443,DENY,1
38812,38850,5000,DENY,0
22856,22892,9200,DENY,0
39511,39686,1433,DENY,1
55439,55614,21,DENY,0
33899,34237,9200,ALLOW,0
24007,24490,8000,ALLOW,0
57020,57162,9200,ALLOW,0
34897,35553,25,DENY,1
17608,17644,3306,DENY,0
35489,35559,2222,DENY,1
27273,27376,3389,DENY,1
48138,48287,5432,ALLOW,1
44994,45087,22,DENY,0
14961,15008,5432,DENY,0
57068,57138,10250,DENY,0
52917,53042,22,ALLOW,1
54598,54709,6379,DENY,1
37860,37889,1433,DENY,1
35162,35330,9000,DENY,1
40857,41198,10250,DENY,1
40504,40551,10250,DENY,0
27527,27679,27017,DENY,0
34942,34983,8000,ALLOW,0
23271,23410,6379,ALLOW,0
8794,9556,2222,ALLOW,0
15936,16014,6379,ALLOW,1
10274,10470,443,ALLOW,1
57229,57263,10250,ALLOW,0
53296,53423,2379,ALLOW,0
16484,16541,4443,ALLOW,0
37308,37588,21,DENY,1
38951,39097,9000,DENY,1
35757,36206,21,ALLOW,0
10029,10446,443,ALLOW,0
54673,54737,3389,ALLOW,1
42516,42725,5432,ALLOW,0
24279,24510,22,ALLOW,0
59262,59292,5000,ALLOW,1
31549,31760,2222,DENY,0
38293,38403,4443,ALLOW,0
19398,19478,2379,DENY,0
50399,50582,8080,DENY,0
28194,28314,3306,ALLOW,1
20530,20795,3389,ALLOW,0
4852,4971,10250,DENY,0
24701,24801,8000,ALLOW,0
38671,38802,22,ALLOW,1
54462,54630,1433,DENY,1
7391,7483,6443,DENY,1
54634,54956,53,ALLOW,1
8721,9039,5432,DENY,1
39055,39257,22,DENY,0
18628,18958,5000,ALLOW,1
2759,3031,5000,DENY,1
25242,25324,10250,ALLOW,0
31736,31872,4443,ALLOW,0
29657,30259,21,ALLOW,1
63989,64042,25,ALLOW,0
40234,40313,3306,DENY,1
12488,12583,6443,ALLOW,1
30304,30359,22,ALLOW,1
27884,28024,1433,DENY,1
26003,26468,53,ALLOW,0
35076,35217,8080,ALLOW,1
7469,7589,53,ALLOW,0
38203,38326,6443,DENY,0
36540,36683,2222,DENY,1
39557,39644,3389,DENY,1
35317,35343,8888,ALLOW,0
29095,29100,9000,DENY,0
2005,2074,5000,ALLOW,0
2080,2343,22,ALLOW,1
34625,34744,6443,DENY,1
31798,31849,25,DENY,0
48567,48621,443,DENY,1
48508,48613,1433,DENY,0
17452,17695,80,DENY,1
26816,27272,3306,ALLOW,0
28810,28885,8888,DENY,0
7810,7994,6379,DENY,0
53946,53988,21,ALLOW,0
18994,19192,27017,DENY,1
30730,31065,1433,DENY,0
4631,4666,3389,DENY,1
29860,29919,1433,ALLOW,1
36102,36107,110,ALLOW,1
5208,5276,53,DENY,0
56704,56731,5000,ALLOW,0
21526,22223,2379,DENY,1
63253,63317,6443,ALLOW,0
25101,25665,6443,DENY,1
55769,55894,22,ALLOW,0
129,597,6443,ALLOW,0
30289,30751,9000,DENY,0
13556,13597,3306,ALLOW,0
15790,15940,2379,DENY,1
10396,10441,25,DENY,0
52403,52451,5432,ALLOW,0
18696,18744,21,DENY,1
45829,45920,1433,DENY,0
20953,20975,2379,DENY,0
39064,39125,10250,DENY,0
21422,21607,5000,DENY,1
13338,13737,53,ALLOW,0
8290,8326,3389,DENY,0
21223,21261,6443,ALLOW,0
12484,12563,6443,ALLOW,1
56894,57098,53,ALLOW,0
33965,34003,27017,ALLOW,1
40925,41243,9000,ALLOW,0
7809,8288,2379,ALLOW,1
32577,32966,5000,DENY,1
5658,5834,110,DENY,0
57480,57595,1433,ALLOW,1
29079,29160,5432,ALLOW,0
3016,3080,25,ALLOW,1
18783,18796,8000,ALLOW,0
29760,29874,2379,ALLOW,0
26069,26085,5000,ALLOW,0
5909,5913,5432,ALLOW,0
28503,28553,5000,DENY,0
57173,57273,21,ALLOW,1
44005,44420,27017,ALLOW,0
1863,2018,1433,ALLOW,1
3691,3907,10250,DENY,0
24789,25281,5432,ALLOW,1
50079,50121,3306,ALLOW,0
23464,23603,22,ALLOW,1
18968,19054,4443,DENY,1
51425,51550,21,DENY,0
44993,45273,10250,DENY,1
17659,17816,1433,DENY,1
23524,23612,80,DENY,0
29181,29225,2379,ALLOW,0
13629,13655,27017,ALLOW,1
16873,17015,2222,DENY,0
24338,24399,22,ALLOW,0
13634,13830,53,ALLOW,0
29061,29104,25,DENY,0
8587,8939,9000,DENY,1
26225,26463,1433,DENY,1
11942,11995,8888,DENY,0
47251,47510,2222,DENY,1
43317,43321,8888,DENY,0
17848,18176,9200,DENY,1
30893,30926,8443,DENY,1
28379,28445,8888,DENY,0
17969,17989,2379,ALLOW,0
23654,23752,3389,DENY,1
29714,29820,2222,ALLOW,0
24367,24480,5432,DENY,0
59420,59540,6443,ALLOW,1
59406,59535,6443,ALLOW,1
27398,27430,5000,ALLOW,0
59459,59460,25,ALLOW,0
49875,50090,2222,ALLOW,0
3581,3652,53,DENY,0
64551,64607,2379,DENY,0
10861,11077,10250,DENY,0
20328,20614,5000,DENY,1
19192,19423,2379,DENY,0
46052,46099,443,ALLOW,0
19812,19929,22,DENY,1
43730,43902,6443,ALLOW,1
29396,29857,5432,DENY,0
49198,49382,1433,ALLOW,1
53018,53077,8000,ALLOW,0
13154,13219,10250,DENY,0
29484,30143,8000,DENY,1
57544,57565,6379,DENY,0
13282,13311,3306,ALLOW,0
33765,34230,9000,ALLOW,0
33988,34053,53,DENY,1
10741,10760,6379,ALLOW,0
4900,4975,443,ALLOW,0
4951,4980,9000,ALLOW,0
30739,30757,8443,DENY,0
42430,42432,110,DENY,1
27541,27588,21,DENY,1
52083,52384,6443,DENY,0
50507,50881,6379,DENY,1
19751,20185,8000,ALLOW,0
26231,26277,5000,DENY,1
1721,1923,110,ALLOW,0
54726,54817,22,ALLOW,1
36140,36344,8443,DENY,0
53796,53819,8443,ALLOW,0
52785,52966,80,ALLOW,1
38619,38683,6443,DENY,0
41436,41976,8888,ALLOW,1
39767,39991,53,DENY,0
59016,59064,1433,ALLOW,1
22448,22806,3306,ALLOW,1
58949,58998,5000,DENY,0
6148,6168,8000,DENY,0
13064,13097,8080,ALLOW,0
5646,5676,80,ALLOW,0
40184,40685,9000,ALLOW,0
13102,13386,5000,DENY,0
35503,35548,2379,ALLOW,1
15082,15099,9000,DENY,0
42940,43168,22,ALLOW,1
12193,12255,4443,ALLOW,1
37872,37916,53,DENY,0
32458,32590,27017,DENY,1
35850,36416,3306,ALLOW,1
17412,17501,6443,DENY,0
22930,23013,9000,DENY,0
12986,13212,22,ALLOW,0
62223,62259,21,ALLOW,0
9581,9651,10250,DENY,0
38713,38757,5432,DENY,0
32181,32238,25,ALLOW,0
49966,50124,4443,ALLOW,0
36628,36703,27017,DENY,1
19042,19101,9200,ALLOW,0
41307,41836,27017,ALLOW,1
25135,25275,9000,ALLOW,1
11873,12128,10250,DENY,1
412,867,22,DENY,0
41652,41816,27017,DENY,0
1162,1230,4443,ALLOW,0
10893,10952,25,ALLOW,0
25386,25478,6379,ALLOW,1
11918,12265,8000,ALLOW,0
12044,12251,2379,DENY,0
42036,42444,27017,ALLOW,1
35634,35809,25,ALLOW,0
2289,2430,443,DENY,1
18459,18568,6443,ALLOW,0
48175,48340,9000,ALLOW,1
64095,64130,8000,DENY,0
39104,39181,6379,ALLOW,0
60833,60861,6443,ALLOW,0
28845,29298,25,ALLOW,1
16802,16993,3389,DENY,0
34844,35177,80,ALLOW,0
26677,26840,4443,DENY,0
12217,12771,2379,ALLOW,1
40995,41110,8443,ALLOW,0
27384,27475,1433,ALLOW,0
24890,25224,8080,ALLOW,0
34434,34471,443,ALLOW,0
19297,19414,25,DENY,1
23413,23738,5000,DENY,0
48301,48318,8080,ALLOW,1
6649,6659,22,ALLOW,0
55062,55314,53,DENY,1
14264,14459,4443,DENY,0
3547,3584,8443,ALLOW,1
14147,14184,3389,DENY,1
58617,58823,9000,DENY,1
12282,12507,110,ALLOW,1
1675,1690,9200,ALLOW,1
51772,51909,25,ALLOW,0
44915,44920,110,ALLOW,0
51805,51973,5432,ALLOW,0
33833,34417,8000,ALLOW,0
16081,16140,8888,ALLOW,0
16023,16226,8888,DENY,1
54642,54663,443,ALLOW,0
30585,30619,8888,DENY,1
38347,38536,443,DENY,0
31461,31624,21,ALLOW,1
10843,10973,5432,ALLOW,1
47319,47501,25,DENY,1
30641,30755,6443,ALLOW,1
52706,53174,8000,ALLOW,0
64075,64102,53,ALLOW,0
14762,15032,6443,DENY,0
42599,42693,443,DENY,1
30324,30364,8443,DENY,1
25765,25941,21,DENY,1
54296,54406,110,ALLOW,1
59318,59611,8443,ALLOW,0
6245,6324,8000,DENY,1
39840,39861,80,ALLOW,0
3809,4193,21,DENY,0
3896,3930,8888,DENY,0
23885,24078,80,ALLOW,0
14682,14962,8443,DENY,1
24429,24501,443,ALLOW,0
36930,37003,1433,DENY,0
23445,23643,25,DENY,0
12253,12265,25,ALLOW,0
28115,28397,22,ALLOW,1
11870,11944,4443,ALLOW,0
16321,16371,8000,ALLOW,0
36323,36398,2379,ALLOW,0
16505,16619,5432,ALLOW,0
36123,36378,8888,ALLOW,1
1770,2094,21,ALLOW,1
57909,57952,3389,ALLOW,0
6386,6466,2379,DENY,0
22250,22593,80,DENY,1
45942,46090,2379,DENY,1
18419,18447,110,ALLOW,1
28046,28226,2379,DENY,0
21088,21261,22,DENY,1
40718,40785,4443,ALLOW,1
53624,53672,5432,ALLOW,0
30193,30336,6443,ALLOW,1
39256,39277,80,ALLOW,0
26631,26757,9000,DENY,1
6253,6297,5000,ALLOW,0
21886,21895,3306,DENY,0
34014,34096,5000,DENY,0
17464,17542,110,DENY,1
56698,56709,80,DENY,1
48033,48203,3389,ALLOW,0
10644,10714,3306,ALLOW,1
59123,59220,22,DENY,1
6533,7128,8443,ALLOW,1
52764,52993,80,DENY,0
39517,39539,6443,DENY,0
51538,51961,110,DENY,1
50856,50918,25,DENY,1
1523,1938,5432,ALLOW,0
44483,45094,2222,DENY,1
42571,42717,443,ALLOW,0
43633,44236,443,DENY,1
25890,26344,443,DENY,0
29073,29224,3389,ALLOW,0
52370,52774,110,ALLOW,0
29420,29429,21,DENY,1
19026,19044,5000,DENY,0
12397,12587,3306,ALLOW,0
42992,43505,25,ALLOW,1
17608,17633,4443,DENY,0
38133,38294,3389,ALLOW,0
48290,48641,4443,DENY,0
59398,59540,6443,ALLOW,1
36313,36514,9000,ALLOW,1
32042,32112,9000,DENY,1
2605,2643,80,ALLOW,1
31412,31468,1433,ALLOW,0
21925,22014,443,ALLOW,0
17932,18316,3306,DENY,0
36277,36417,25,ALLOW,0
31085,31790,21,ALLOW,0
36156,36188,9200,ALLOW,0
25893,25922,5432,ALLOW,1
34099,34133,8888,ALLOW,0
31143,31169,110,DENY,0
24852,24854,5000,ALLOW,0
15288,15355,5432,ALLOW,0
29861,29916,8080,ALLOW,0
12899,12954,9200,DENY,1
2544,2581,8000,DENY,0
47779,48213,80,ALLOW,0
12119,12226,2379,ALLOW,1
23426,23891,9000,DENY,1
53007,53034,9200,ALLOW,0
43952,44118,5000,ALLOW,0
45890,46057,8888,DENY,0
12327,12500,5432,DENY,0
31592,31730,2222,ALLOW,1
57162,57198,4443,ALLOW,0
39539,39614,8443,ALLOW,1
10290,10317,8080,DENY,0
50410,50584,443,DENY,0
15169,15201,2379,ALLOW,0
2220,2372,9200,ALLOW,0
47972,48137,5000,DENY,1
10898,11033,2379,ALLOW,0
47511,47545,5432,DENY,0
34492,34602,8000,DENY,0
57048,57068,25,ALLOW,0
15098,15150,9200,DENY,0
58409,58818,6379,DENY,1
48776,48937,2222,DENY,1
27328,27509,2222,DENY,0
36006,36040,53,ALLOW,1
58750,58862,8000,ALLOW,0
20297,20579,1433,DENY,1
35535,35654,6379,DENY,1
3588,4182,8888,ALLOW,1
53377,53743,80,DENY,0
32002,32165,6379,ALLOW,0
58847,58866,80,ALLOW,0
253,367,4443,DENY,1
42975,43005,25,DENY,1
46943,47420,8443,ALLOW,0
3537,3600,8443,ALLOW,1
55942,56128,8000,DENY,1
6164,6223,8080,ALLOW,0
39258,39670,443,DENY,0
12808,13069,8888,ALLOW,1
11864,11908,8443,ALLOW,0
3019,3265,2222,DENY,1
20233,20755,110,DENY,1
38533,38624,8888,ALLOW,1
23276,23402,80,DENY,0
8764,8834,53,ALLOW,0
1322,1378,4443,DENY,1
28012,28354,8080,ALLOW,0
34036,34054,443,ALLOW,0
11157,11277,22,ALLOW,1
16013,16058,2222,ALLOW,0
16531,16708,5000,ALLOW,1
29440,29568,8888,ALLOW,0
52815,52925,2379,DENY,1
6006,6064,80,ALLOW,0
58252,58559,9200,ALLOW,0
583,1061,443,ALLOW,0
23823,23918,5432,ALLOW,0
16981,17698,80,ALLOW,0
3579,3590,4443,DENY,0
14755,14939,8443,ALLOW,0
23592,23813,3306,ALLOW,0
41366,41371,53,DENY,0
14124,14245,8888,DENY,0
51839,52247,2222,DENY,0
53067,53170,9000,ALLOW,0
7485,7949,9200,ALLOW,0
49571,49861,2379,DENY,1
32073,32543,53,ALLOW,0
21408,21498,110,ALLOW,0
41912,42322,10250,ALLOW,0
25504,25519,6379,ALLOW,0
49639,49889,9000,DENY,1
31755,31873,5000,DENY,0
20906,21578,8888,ALLOW,0
4470,4503,6443,DENY,0
17031,17204,3389,ALLOW,0
26688,26719,8888,ALLOW,1
22943,22948,5432,DENY,0
3383,3683,5432,DENY,1
40650,40712,6443,ALLOW,1
33413,33531,80,ALLOW,1
52945,53348,9200,ALLOW,0
21318,21319,5000,DENY,0
59679,59731,25,ALLOW,0
35323,35582,27017,ALLOW,1
5102,5115,9000,ALLOW,0
60379,60397,443,DENY,0
30829,30833,21,DENY,0
16591,16712,8000,DENY,1
37582,37651,2379,ALLOW,0
8592,8727,443,ALLOW,1
16132,16236,10250,DENY,0
54808,54825,9200,ALLOW,1
59524,59620,8080,DENY,1
39358,39468,110,DENY,1
44296,44848,9200,DENY,1
11920,12053,8000,ALLOW,0
12580,12613,25,DENY,0
24769,24815,6443,DENY,1
13775,13820,3389,ALLOW,0
2540,2591,3389,DENY,0
11058,11073,8443,DENY,0
32604,32635,443,ALLOW,0
9593,9628,4443,ALLOW,0
20180,20252,5432,DENY,1
17810,18152,2222,ALLOW,0
37417,37771,443,DENY,1
48254,48687,5000,DENY,0
30982,31375,110,ALLOW,1
10305,10439,10250,DENY,1
26404,26423,443,DENY,1
37461,37606,8888,DENY,0
18006,18043,3306,ALLOW,0
24995,25352,6443,ALLOW,1
16242,16275,10250,DENY,0
39930,40370,6443,ALLOW,0
34748,34810,5000,DENY,0
28885,28937,27017,DENY,0
22653,22678,6379,DENY,1
21632,21668,2379,ALLOW,0
43287,43466,3306,DENY,0
1707,2166,21,ALLOW,0
28237,28285,110,DENY,0
24304,24397,8888,DENY,1
6521,6928,2379,ALLOW,0
10397,10407,25,DENY,0
13147,13248,5000,ALLOW,0
17536,17559,443,ALLOW,1
45268,45386,110,DENY,0
10607,10741,10250,ALLOW,0
55116,55453,10250,DENY,1
49117,49276,1433,ALLOW,0
1977,2118,2379,ALLOW,0
20079,20187,8443,DENY,1
44459,44605,22,DENY,0
58425,58430,5432,ALLOW,0
5961,6042,1433,DENY,1
24432,24471,80,DENY,0
15312,15489,5000,ALLOW,0
47600,47722,110,ALLOW,1
28442,28621,25,DENY,1
15695,15788,3306,DENY,1
19445,19596,6379,ALLOW,0
53951,54029,2222,ALLOW,1
21589,21826,443,DENY,1
25207,25277,21,ALLOW,0
39607,39679,5000,DENY,1
14931,15378,4443,DENY,0
18546,18682,21,DENY,1
10715,10826,27017,ALLOW,1
33709,33751,8080,DENY,0
42573,42828,9000,DENY,1
35782,36467,3306,ALLOW,0
4391,4604,10250,DENY,1
33453,33822,21,ALLOW,1
53732,53888,8000,ALLOW,0
55220,55246,5432,ALLOW,1
16527,16564,5000,ALLOW,0
40795,41012,6379,ALLOW,0
13788,13955,6443,DENY,1
38021,38486,9000,ALLOW,0
41560,41561,6443,DENY,0
4236,4307,4443,ALLOW,0
26331,26633,21,ALLOW,1
36588,36772,25,ALLOW,1
60394,60423,6443,DENY,0
34714,35255,8888,DENY,1
52427,52764,110,DENY,1
16060,16061,8080,DENY,0
57034,57255,1433,ALLOW,0
32005,32053,4443,ALLOW,0
32212,32567,5000,ALLOW,0
63076,63108,5432,DENY,0
45343,45602,25,DENY,1
35402,35585,3306,ALLOW,0
19827,19840,443,DENY,0
52751,52938,4443,ALLOW,0
45156,45231,1433,DENY,0
12666,12689,3306,DENY,0
36511,36602,8080,ALLOW,0
48559,48599,3389,ALLOW,0
35665,35715,25,ALLOW,0
39608,39889,5000,ALLOW,0
46652,46750,4443,ALLOW,1
52353,52386,80,DENY,0
18910,18955,8080,DENY,0
55325,55358,22,DENY,0
39089,39326,25,DENY,0
45658,46019,5432,ALLOW,0
23030,23107,22,ALLOW,0
23654,23778,3306,DENY,1
29668,29754,6379,DENY,1
22656,22670,6379,DENY,1
28270,28318,1433,ALLOW,0
50848,51126,110,DENY,1
54315,54352,8443,ALLOW,0
35115,35191,3306,DENY,0
27716,27992,10250,DENY,1
30734,30862,21,DENY,0
35201,35243,6443,ALLOW,0
22878,22939,1433,DENY,0
22951,23453,9200,ALLOW,0
4135,4260,8443,DENY,0
12707,12778,8000,ALLOW,1
43402,43564,21,ALLOW,1
35411,35908,443,DENY,1
37858,37891,22,ALLOW,0
39469,39820,10250,DENY,1
49971,50090,4443,DENY,1
18972,19046,4443,DENY,1
51591,51624,3389,DENY,0
4832,4971,22,DENY,0
18490,18756,21,ALLOW,0
13001,13025,8443,DENY,0
39119,39244,6443,DENY,1
10018,10150,8080,DENY,0
59911,60118,27017,DENY,0
19287,19381,1433,ALLOW,1
51868,51894,8080,DENY,0
50951,50989,5432,ALLOW,0
10577,11348,6443,ALLOW,0
16491,16628,27017,DENY,1
6928,7046,4443,ALLOW,1
8680,8836,27017,DENY,0
26630,26757,9000,DENY,1
15222,15244,53,ALLOW,0
6506,6533,2379,ALLOW,0
10983,11114,80,ALLOW,0
55458,55565,9000,ALLOW,1
527,586,4443,DENY,0
45311,45433,6379,DENY,0
1695,1711,9200,ALLOW,1
35789,35848,5000,ALLOW,0
30655,30744,443,DENY,0
19135,19161,8888,ALLOW,0
32815,32965,5432,DENY,1
22705,23184,1433,ALLOW,0
5764,5765,25,DENY,0
48025,48223,8080,ALLOW,0
984,1094,8000,DENY,1
4599,4803,8000,ALLOW,0
13224,13261,9200,DENY,0
1067,1460,5000,DENY,1
49626,49705,6443,DENY,1
511,780,2379,ALLOW,0
32166,32541,53,DENY,1
19880,20032,27017,DENY,0
18156,18228,3306,DENY,0
20266,20304,27017,ALLOW,0
46987,47363,8443,ALLOW,1
26618,26983,8000,ALLOW,1
18888,19196,2222,ALLOW,0
56510,56532,8080,ALLOW,0
3023,3079,22,ALLOW,0
10295,10360,21,ALLOW,0
50156,50183,2222,ALLOW,0
32226,32717,3389,DENY,0
17503,17550,21,ALLOW,0
25521,25645,10250,DENY,0
55441,55607,27017,ALLOW,0
44883,44973,3306,ALLOW,1
13487,13550,8080,DENY,0
56119,56301,22,DENY,1
19411,19664,53,DENY,1
11577,11670,10250,ALLOW,0
55089,55454,10250,ALLOW,0
52209,52335,8443,ALLOW,1
44188,44251,8080,DENY,0
3972,4162,8080,ALLOW,0
47013,47515,5432,ALLOW,0
16470,16506,3389,DENY,1
36554,36703,2222,DENY,1
26082,26117,10250,DENY,0
33953,34093,9200,ALLOW,0
27326,27448,8443,DENY,1
1496,1838,8888,DENY,1
5677,5687,5432,DENY,0
33515,33543,3306,ALLOW,0
37613,38057,10250,ALLOW,1
15333,15510,6379,DENY,0
44451,44897,27017,ALLOW,0
24919,25097,9200,ALLOW,1
19410,19702,8443,ALLOW,1
38894,39125,9000,ALLOW,0
16459,16515,3389,ALLOW,0
39119,39188,8080,DENY,1
34416,34646,2222,DENY,1
46637,46723,21,ALLOW,1
34098,34274,9200,DENY,1
57826,58060,4443,DENY,1
4748,5172,22,ALLOW,1
24004,24183,4443,DENY,0
373,495,3306,DENY,1
31836,31912,2379,DENY,0
62009,62010,8888,ALLOW,0
18650,18703,9200,ALLOW,0
8738,9036,8000,DENY,1
20859,20896,9200,ALLOW,0
25162,25356,8000,DENY,1
37440,37727,443,ALLOW,1
10729,10792,2379,ALLOW,1
5250,5283,27017,ALLOW,0
4146,4530,3389,ALLOW,1
39066,39697,8000,ALLOW,0
59141,59350,5000,DENY,0
49124,49342,8888,DENY,1
31892,31990,2379,DENY,0
39974,40045,1433,DENY,1
35780,35829,6443,ALLOW,0
15854,15911,80,DENY,0
2471,2905,9000,ALLOW,0
30288,30295,27017,DENY,0
30462,31149,3306,ALLOW,0
27625,27698,8000,ALLOW,0
18170,18224,5432,ALLOW,0
23491,24285,5432,ALLOW,0
31305,31634,2379,DENY,1
22555,22972,6443,ALLOW,0
49011,49056,8888,DENY,0
18183,18528,3389,DENY,1
12676,13145,2379,DENY,0
9205,9494,80,ALLOW,0
47322,47586,1433,ALLOW,0
6312,6360,5000,DENY,0
16014,16254,8888,ALLOW,0
56463,56503,110,DENY,0
28336,28714,2222,ALLOW,0
6628,6814,443,DENY,1
55704,55749,9000,DENY,0
4357,4672,10250,ALLOW,0
18971,19416,27017,DENY,1
58910,59059,3306,ALLOW,1
9730,9798,8443,DENY,1
37473,37608,110,DENY,0
31905,32232,9200,DENY,0
47301,47466,5432,DENY,1
55515,55520,8080,DENY,0
46141,46178,10250,ALLOW,1
25562,25711,3389,DENY,0
22735,22974,4443,ALLOW,1
12118,12217,2379,ALLOW,1
12100,12160,2222,ALLOW,0
43198,43239,443,ALLOW,0
35229,35602,4443,DENY,0
26322,26438,2222,DENY,0
20433,20644,6379,DENY,1
32328,32842,25,DENY,1
20242,20739,110,ALLOW,1
22057,22096,6443,DENY,0
40186,40609,22,DENY,0
3473,3558,5432,DENY,0
49440,49701,80,ALLOW,1
31636,31839,3306,DENY,1
37667,37813,3306,ALLOW,1
41410,41998,8888,DENY,1
59143,59318,3306,DENY,0
53790,53808,8888,ALLOW,0
29721,29782,10250,ALLOW,0
53209,53351,25,DENY,1
19810,19825,27017,ALLOW,0
6430,6476,8888,DENY,1
36620,36640,2379,ALLOW,0
52208,52389,10250,DENY,1
23668,23713,27017,ALLOW,0
39290,39372,8080,DENY,1
43180,43316,5432,ALLOW,1
52114,52319,6443,ALLOW,1
54348,54464,2222,ALLOW,1
24153,24298,25,ALLOW,0
16083,16273,8000,DENY,0
33954,34036,2222,DENY,0
37175,37496,8888,DENY,1
30056,30171,2222,DENY,1
22369,22557,6443,ALLOW,1
11694,12090,443,ALLOW,0
48954,49205,9200,DENY,0
11959,12227,8080,DENY,0
40838,40957,25,DENY,0
24090,24099,8888,ALLOW,1
9850,9913,3389,DENY,1
61851,61912,53,ALLOW,0
42227,42289,110,DENY,0
809,1311,8080,DENY,0
6800,6989,8000,DENY,1
40043,40183,1433,ALLOW,1
34520,34528,22,DENY,0
8592,8714,443,ALLOW,1
21431,21492,110,DENY,1
5711,6138,8888,ALLOW,0
719,796,5432,DENY,0
35914,36095,2222,DENY,0
39854,39937,21,ALLOW,0
39635,39669,5000,DENY,1
11685,11857,2379,DENY,0
15737,15985,2379,ALLOW,0
46518,46570,10250,DENY,0
25657,25690,8080,DENY,1
4507,4672,22,DENY,1
3841,4165,53,DENY,0
42309,42375,2379,DENY,1
37155,37222,443,ALLOW,0
20178,20312,9200,DENY,1
32276,32496,5000,DENY,1
42519,43106,2379,DENY,1
19332,19362,6443,DENY,1
31175,31258,2222,DENY,1
47270,47444,8888,ALLOW,1
57215,57243,5432,ALLOW,1
6626,6744,27017,DENY,0
2974,2981,10250,ALLOW,1
50563,50933,9200,DENY,1
29529,29575,5432,ALLOW,1
50048,50307,2379,ALLOW,0
32270,32567,8080,ALLOW,0
21678,21831,53,ALLOW,0
22218,22309,8888,DENY,0
42186,42312,443,ALLOW,1
11793,11855,8443,DENY,0
44967,44996,2379,DENY,0
34814,34857,6379,DENY,1
50572,50606,4443,ALLOW,0
43615,43675,8080,DENY,1
45841,45942,2222,DENY,0
4519,4563,27017,DENY,0
41439,41537,27017,DENY,1
46183,46230,443,DENY,1
28376,28412,3389,ALLOW,0
14052,14344,3389,ALLOW,1
22411,22802,3306,DENY,1
23978,24187,5000,DENY,1
50728,50782,1433,ALLOW,0
2882,2901,8080,DENY,0
36679,36738,9000,ALLOW,0
41597,42032,25,ALLOW,0
19337,19701,8888,ALLOW,0
46621,46702,21,ALLOW,1
17362,17422,53,ALLOW,0
5171,5372,8080,DENY,1
